아마, 70, 183
하다, 69, 196
타카, 60, 151
가가, 56, 140
나바, 55, 186
하라, 69, 182
차사, 84, 163
파바, 75, 169
파타, 75, 148
아하, 64, 146
차자, 94, 178
차라, 60, 192
카나, 98, 143
자바, 88, 157
파마, 98, 153
마타, 43, 159
자차, 99, 153
카자, 67, 199
가파, 75, 169
자사, 81, 161
자타, 81, 185
사사, 87, 195
차나, 79, 162
하하, 83, 142
자나, 77, 167
파타, 68, 176
타하, 99, 158
차하, 87, 145
차하, 65, 170
아가, 47, 154
다라, 50, 188
차다, 51, 178
타마, 70, 179
하사, 58, 150
차나, 58, 162
나파, 65, 198
가파, 68, 189
라차, 94, 172
타파, 62, 158
바바, 75, 166
아하, 40, 170
바나, 71, 141
자카, 90, 188
카다, 70, 194
나자, 40, 178
라타, 90, 150
나하, 98, 189
사다, 68, 161
카다, 81, 184
사하, 65, 160
타차, 80, 175
타가, 66, 175
타라, 42, 151
라자, 66, 177
타카, 74, 198
사차, 66, 170
사차, 56, 183
바파, 58, 153
바사, 98, 156
자카, 74, 156
카마, 64, 186
타타, 71, 187
자라, 58, 140
하파, 87, 158
다가, 96, 168
나차, 67, 141
바바, 81, 180
하라, 53, 148
마타, 43, 165
나카, 89, 146
아라, 46, 172
아가, 44, 177
아사, 64, 153
카나, 74, 162
아마, 48, 158
자가, 95, 187
아차, 46, 188
다차, 90, 166
아바, 96, 159
마다, 95, 185
타바, 42, 153
하바, 82, 179
하자, 47, 159
하사, 50, 187
가자, 92, 160
다자, 79, 189
다나, 61, 142
바타, 83, 199
바카, 60, 171
파파, 66, 141
차하, 53, 199
카아, 44, 152
아사, 66, 178
하타, 65, 166
바라, 62, 173
파타, 59, 162
바자, 66, 165
라카, 97, 171
나차, 64, 184
타자, 47, 186
라다, 94, 153
라아, 60, 186
자다, 74, 153
사타, 55, 171
차타, 68, 195
파차, 46, 182
사파, 86, 187
마자, 58, 187
하라, 92, 197
사파, 44, 195
바가, 62, 147
가파, 49, 181
하라, 77, 196
아타, 81, 198
사사, 76, 152
다바, 85, 160
라차, 55, 159
아마, 76, 198
나차, 90, 152
바아, 47, 147
파사, 45, 156
카라, 90, 145
가자, 52, 174
나타, 88, 151
자바, 94, 150
카파, 95, 155
하가, 91, 180
자나, 92, 151
다다, 55, 167
차타, 59, 164
사타, 52, 188
가사, 72, 160
마나, 74, 150
파자, 45, 157
바다, 90, 149
하라, 89, 197
파자, 85, 177
마나, 77, 162
파카, 53, 184
타가, 71, 148
하다, 62, 141
나나, 61, 161
차라, 95, 148
라자, 49, 187
카아, 71, 162
사파, 63, 152
자하, 72, 149
카다, 66, 190
아차, 75, 153
나파, 58, 188
바마, 76, 197
사하, 90, 151
카라, 98, 142
라파, 98, 154
바가, 53, 178
파나, 86, 180
마라, 51, 179
가자, 75, 145
가카, 67, 147
자사, 41, 192
파가, 76, 190
파하, 70, 194
마아, 95, 198
사나, 58, 167
가타, 92, 176
다자, 43, 164
차카, 58, 199
마다, 68, 159
자아, 73, 172
차라, 53, 163
차라, 41, 186
사타, 58, 173
마차, 78, 161
다가, 41, 149
파바, 73, 145
타사, 45, 171
다파, 95, 198
바하, 74, 189
사하, 50, 183
카타, 64, 143
차사, 71, 162
가차, 85, 187
가차, 97, 156
라바, 42, 152
마차, 57, 159
라바, 53, 189
아라, 61, 154
타타, 52, 158
라차, 74, 178
타가, 59, 149
나가, 89, 199
자카, 63, 176
나아, 86, 152
하자, 77, 193
하카, 61, 189
사라, 61, 165
나자, 53, 199
파아, 85, 161
다하, 85, 151
차카, 78, 152
카나, 83, 146
자파, 44, 158
차바, 50, 185
차자, 52, 173
바카, 81, 164
하사, 52, 171
나바, 95, 155
자다, 54, 166
라나, 65, 146
타라, 88, 196
사마, 70, 150
라타, 84, 179
나차, 42, 194
나파, 83, 180
아라, 64, 173
하다, 69, 181
나라, 84, 162
다자, 83, 150
자바, 66, 175
파마, 85, 150
아타, 58, 147
다아, 87, 199
카타, 46, 163
바아, 85, 173
카사, 86, 182
카아, 84, 161
다자, 92, 199
라다, 85, 154
바다, 67, 190
하파, 99, 158
사라, 61, 165
마카, 70, 191
카바, 63, 163
사파, 68, 148
다라, 55, 168
자다, 46, 197
사타, 93, 147
아하, 78, 144
라자, 98, 160
다다, 72, 143
사나, 95, 147
가사, 55, 197
차아, 46, 191
나다, 41, 151
아카, 60, 156
라마, 62, 169
나바, 70, 185
파카, 80, 159
타자, 98, 195
바라, 42, 174
타하, 89, 153
타가, 88, 181
하마, 78, 153
다자, 74, 154
타나, 69, 170
하카, 67, 188
바다, 93, 146
아가, 59, 149
자나, 73, 167
다자, 87, 166
가카, 88, 144
다파, 72, 183
가자, 52, 173
자다, 86, 158
가나, 51, 194
파마, 73, 164
나차, 75, 191
가하, 63, 173
나자, 93, 149
파마, 99, 161
라타, 89, 178
바자, 68, 154
사자, 83, 150
자바, 79, 192
가아, 74, 186
하카, 82, 160
차바, 49, 172
마카, 99, 153
하라, 72, 141
바카, 74, 156
라파, 62, 176
하바, 64, 157
하라, 65, 193
가아, 70, 177
다가, 93, 165
가자, 50, 194
카파, 83, 160
아나, 61, 145
카다, 65, 187
사아, 72, 141
아타, 73, 141
타타, 88, 182
타바, 80, 195
자가, 61, 156
마아, 64, 166
바파, 60, 142
하차, 51, 153
아카, 40, 144
차파, 65, 166
타자, 41, 159
사아, 93, 168
파아, 76, 142
파사, 71, 140
자타, 83, 157
가마, 99, 170
바아, 73, 163
타다, 43, 174
차하, 40, 152
타자, 86, 178
가마, 49, 141
하가, 88, 146
차하, 58, 144
자가, 64, 172
자사, 99, 165
나카, 87, 179
카하, 45, 163
다자, 69, 187
타타, 78, 167
차사, 92, 163
마아, 91, 152
차아, 57, 158
마라, 78, 163
나마, 69, 179
나자, 86, 185
나하, 80, 168
마다, 91, 189
다카, 76, 144
가라, 61, 149
사하, 80, 194
파라, 44, 161
아자, 48, 170
아아, 53, 199
라카, 63, 196
하라, 48, 164
가하, 53, 149
파타, 63, 176
나파, 82, 188
바라, 83, 180
라카, 75, 165
하나, 98, 184
카카, 50, 185
카자, 77, 145
다하, 42, 187
바나, 90, 149
카하, 75, 188
카다, 92, 191
하파, 82, 177
파나, 87, 165
나다, 48, 153
바자, 99, 197
마자, 75, 157
다다, 57, 156
마가, 90, 178
파가, 84, 163
가다, 80, 191
타사, 96, 197
차나, 90, 155
타나, 62, 149
타하, 92, 153
가아, 76, 187
타다, 60, 199
가나, 67, 142
마차, 89, 194
바카, 88, 145
다바, 74, 146
사자, 77, 165
나마, 72, 151
마차, 44, 182
마차, 94, 178
하아, 80, 190
사타, 50, 192
카가, 50, 169
카하, 79, 199
카자, 81, 141
차마, 70, 153
자아, 75, 148
타바, 58, 187
바파, 87, 161
사라, 82, 151
카타, 98, 157
가하, 43, 157
카라, 67, 148
라나, 85, 190
바하, 45, 152
자하, 63, 146
카아, 83, 181
타타, 61, 191
나아, 63, 178
하타, 53, 142
하마, 84, 177
카가, 89, 147
타라, 92, 151
타사, 47, 180
파자, 71, 191
파차, 44, 149
자카, 49, 148
라나, 67, 179
차바, 49, 150
나바, 72, 160
라가, 93, 152
하카, 87, 166
자라, 55, 184
사자, 92, 148
마바, 47, 171
카사, 93, 149
사하, 65, 183
가차, 61, 188
사나, 55, 179
사바, 75, 155
파다, 71, 142
다마, 59, 143
가사, 64, 144
차카, 69, 163
라사, 65, 172
마아, 70, 198
사하, 88, 187
라하, 99, 173
카타, 90, 148
타파, 57, 165
마하, 47, 180
나하, 86, 160
파카, 62, 153
사타, 56, 179
바나, 47, 180
하사, 53, 140
자가, 91, 196
자차, 79, 179
차하, 53, 169
마바, 44, 165
라바, 97, 147
바가, 77, 161
하나, 42, 148
카하, 46, 172
아다, 98, 144
아나, 51, 160
가차, 59, 188
나자, 89, 148
파자, 80, 175
마차, 93, 177
사마, 54, 143
차다, 42, 196
가사, 72, 157
바나, 62, 178
바파, 52, 182
바아, 98, 184
사카, 44, 181
아나, 52, 198
사바, 78, 187
라바, 89, 144
타카, 56, 188
가카, 46, 198
다파, 79, 146
나마, 41, 179
타바, 69, 158
라다, 67, 155
라가, 88, 147
자타, 95, 184
가타, 54, 187
마라, 70, 174
사라, 91, 173
라다, 91, 143
나가, 61, 147
파사, 87, 194
파타, 69, 166
하가, 87, 194
바사, 86, 142
카다, 88, 185
라파, 47, 150
자자, 46, 162
다바, 92, 186
다카, 52, 148
사파, 56, 148
타라, 79, 184
파파, 90, 176
자아, 78, 187
하아, 65, 198
자차, 85, 173
사다, 97, 190
라다, 66, 173
마하, 74, 177
타나, 41, 192
타하, 88, 166
차차, 70, 166
카바, 44, 143
타바, 45, 177
가가, 92, 191
가라, 97, 178
바바, 61, 181
카카, 71, 180
카라, 82, 177
카타, 82, 159
가카, 68, 195
사사, 87, 160
차라, 45, 148
다파, 70, 159
차차, 81, 182
하파, 40, 149
나라, 50, 176
사파, 42, 155
가다, 61, 172
파다, 77, 154
라타, 55, 149
파자, 71, 147
마타, 51, 173
사나, 51, 146
카파, 76, 160
카다, 89, 145
타자, 91, 152
파라, 96, 196
하다, 67, 195
차다, 46, 198
카아, 48, 189
사다, 94, 160
가타, 49, 167
카바, 71, 187
가가, 96, 180
카아, 72, 154
하바, 74, 185
가마, 43, 183
바차, 74, 166
타타, 65, 166
카아, 83, 153
파차, 83, 185
사파, 69, 186
차카, 68, 157
파카, 97, 168
사타, 61, 145
타차, 98, 198
나라, 67, 185
사타, 87, 177
다마, 54, 164
나바, 47, 186
하나, 78, 161
라바, 69, 156
차카, 57, 168
아아, 40, 153
자나, 99, 147
하사, 79, 185
자자, 88, 155
자타, 93, 142
바차, 92, 162
다마, 70, 169
라마, 42, 152
라차, 72, 160
가다, 66, 156
가아, 69, 173
하사, 61, 150
다파, 67, 149
차아, 63, 167
다자, 99, 177
다타, 89, 158
아파, 61, 183
타하, 65, 173
마자, 62, 193
차자, 82, 199
사가, 72, 188
자파, 54, 167
차가, 56, 173
타자, 98, 164
다라, 70, 147
다하, 43, 171
나카, 86, 149
아하, 77, 176
마카, 51, 154
차마, 46, 149
아파, 61, 170
파자, 86, 156
나자, 52, 153
가다, 58, 173
타다, 91, 163
나아, 67, 193
마사, 53, 155
아다, 46, 153
차마, 42, 159
하라, 49, 184
바다, 46, 192
하다, 41, 158
카가, 75, 143
차하, 65, 189
파라, 76, 192
차바, 54, 190
타나, 99, 175
타바, 95, 192
다카, 40, 175
나나, 67, 188
다바, 62, 188
차다, 63, 145
가차, 86, 160
자나, 53, 198
파자, 69, 160
마파, 84, 161
파타, 73, 169
파아, 98, 149
차사, 93, 185
마가, 45, 192
나타, 72, 153
라바, 92, 199
라자, 98, 194
바나, 63, 158
자다, 45, 197
바가, 77, 195
라하, 69, 192
자자, 41, 151
차가, 67, 180
타바, 52, 143
카다, 89, 167
아아, 92, 166
자차, 65, 165
마다, 43, 171
라카, 50, 149
사아, 82, 199
카바, 73, 142
파라, 47, 150
아자, 90, 184
아나, 75, 188
자사, 67, 145
사타, 84, 196
자라, 83, 154
파카, 73, 183
타가, 51, 160
바타, 55, 177
라나, 77, 165
타라, 79, 172
차다, 99, 142
라사, 71, 140
자파, 90, 181
하라, 94, 152
차카, 72, 191
라바, 40, 166
차마, 73, 184
가아, 49, 198
나나, 73, 194
타나, 66, 163
다다, 68, 172
자하, 42, 145
자아, 45, 188
마아, 59, 186
자카, 91, 178
바다, 41, 160
라아, 81, 194
차마, 88, 171
사아, 76, 179
다하, 45, 153
아파, 73, 156
하파, 63, 142
자나, 42, 148
자타, 95, 172
다하, 84, 183
바라, 99, 182
카바, 87, 165
아차, 82, 163
차카, 47, 140
타바, 51, 177
바하, 91, 141
아가, 77, 162
파바, 77, 183
타자, 56, 169
하가, 53, 146
파다, 66, 160
아바, 74, 198
차마, 49, 144
사자, 60, 174
파아, 83, 189
라하, 67, 192
파나, 94, 172
카라, 93, 152
바파, 91, 162
하하, 67, 146
가아, 55, 147
마라, 50, 187
바차, 75, 188
마마, 69, 196
아파, 53, 189
마가, 57, 145
라아, 67, 173
라차, 88, 199
다사, 45, 179
라차, 86, 168
바마, 40, 171
파다, 67, 145
자마, 66, 183
가사, 64, 183
라다, 48, 155
마바, 53, 143
아자, 40, 189
가라, 98, 143
자다, 61, 194
마가, 72, 199
마사, 88, 175
사차, 99, 160
카파, 89, 181
카카, 87, 172
파하, 67, 165
파차, 62, 173
하라, 64, 166
마타, 75, 140
하사, 62, 197
하바, 57, 189
아카, 97, 192
아나, 60, 198
타나, 96, 162
자파, 62, 180
파라, 47, 146
파다, 70, 181
차차, 49, 146
마하, 69, 140
가타, 46, 153
카파, 96, 149
다바, 66, 179
마파, 54, 140
나다, 67, 154
자사, 80, 196
라아, 60, 158
마가, 62, 172
타파, 82, 189
바차, 98, 188
사라, 55, 142
자타, 60, 152
타가, 56, 152
나사, 84, 143
카카, 92, 173
사파, 86, 169
하나, 43, 147
자카, 65, 171
자다, 89, 199
가나, 61, 198
나자, 87, 166
하타, 87, 149
파차, 95, 144
바나, 60, 161
나카, 60, 177
타차, 47, 183
하마, 47, 197
자자, 70, 190
라가, 75, 143
다마, 96, 140
다사, 62, 181
카자, 52, 178
아아, 80, 153
아나, 68, 176
카다, 59, 190
아가, 60, 174
카다, 72, 157
파자, 78, 151
타다, 83, 182
카자, 91, 181
라차, 98, 177
다나, 79, 190
다타, 60, 157
하마, 74, 145
다바, 69, 176
나카, 78, 169
타차, 66, 176
다바, 78, 176
다마, 83, 151
마차, 42, 174
아자, 66, 186
차아, 43, 199
